show_id,director_1,director_2,director_3,director_4,director_5,director_6,director_7,director_8,director_9,director_10,director_11,director_12,director_13
s8012,Barney Clay,null,null,null,null,null,null,null,null,null,null,null,null
s8013,Adarsh Eshwarappa,null,null,null,null,null,null,null,null,null,null,null,null
s8014,Banjong Pisanthanakun,Parkpoom Wongpoom,null,null,null,null,null,null,null,null,null,null,null
s8015,Fabio Grassadonia,Antonio Piazza,null,null,null,null,null,null,null,null,null,null,null
s8016,null,null,null,null,null,null,null,null,null,null,null,null,null
s8017,Vivek Wagh,null,null,null,null,null,null,null,null,null,null,null,null
s8018,Timothy Woodward Jr.,null,null,null,null,null,null,null,null,null,null,null,null
s8019,M.J. Bassett,null,null,null,null,null,null,null,null,null,null,null,null
s8020,Jason Cohen,null,null,null,null,null,null,null,null,null,null,null,null
s8021,null,null,null,null,null,null,null,null,null,null,null,null,null
s8022,null,null,null,null,null,null,null,null,null,null,null,null,null
s8023,null,null,null,null,null,null,null,null,null,null,null,null,null
s8024,Anil Sharma,null,null,null,null,null,null,null,null,null,null,null,null
s8025,Raditya Dika,null,null,null,null,null,null,null,null,null,null,null,null
s8026,Robert Kouba,null,null,null,null,null,null,null,null,null,null,null,null
s8027,Dorian Fernández-Moris,null,null,null,null,null,null,null,null,null,null,null,null
s8028,Gregg Bishop,null,null,null,null,null,null,null,null,null,null,null,null
s8029,Corey Grant,null,null,null,null,null,null,null,null,null,null,null,null
s8030,Ekachai Uekrongtham,null,null,null,null,null,null,null,null,null,null,null,null
s8031,null,null,null,null,null,null,null,null,null,null,null,null,null
s8032,null,null,null,null,null,null,null,null,null,null,null,null,null
s8033,Renny Harlin,null,null,null,null,null,null,null,null,null,null,null,null
s8034,Ringo Lam,null,null,null,null,null,null,null,null,null,null,null,null
s8035,Fredric Lean,null,null,null,null,null,null,null,null,null,null,null,null
s8036,Colin Strause,Greg Strause,null,null,null,null,null,null,null,null,null,null,null
s8037,Leslye Headland,null,null,null,null,null,null,null,null,null,null,null,null
s8038,Joe Nussbaum,null,null,null,null,null,null,null,null,null,null,null,null
s8039,Billy Bob Thornton,null,null,null,null,null,null,null,null,null,null,null,null
s8040,Phillip Noyce,null,null,null,null,null,null,null,null,null,null,null,null
s8041,null,null,null,null,null,null,null,null,null,null,null,null,null
s8042,John Maclean,null,null,null,null,null,null,null,null,null,null,null,null
s8043,Joe Dante,null,null,null,null,null,null,null,null,null,null,null,null
s8044,Noam Murro,null,null,null,null,null,null,null,null,null,null,null,null
s8045,null,null,null,null,null,null,null,null,null,null,null,null,null
s8046,Alex Winter,null,null,null,null,null,null,null,null,null,null,null,null
s8047,Fred Olen Ray,null,null,null,null,null,null,null,null,null,null,null,null
s8048,Imtiaz Ali,null,null,null,null,null,null,null,null,null,null,null,null
s8049,Jonathan Ignatius Green,null,null,null,null,null,null,null,null,null,null,null,null
s8050,Hanung Bramantyo,null,null,null,null,null,null,null,null,null,null,null,null
s8051,Alfonso Cuarón,null,null,null,null,null,null,null,null,null,null,null,null
s8052,Ron Howard,null,null,null,null,null,null,null,null,null,null,null,null
s8053,Ron Howard,null,null,null,null,null,null,null,null,null,null,null,null
s8054,Michael J. Bassett,null,null,null,null,null,null,null,null,null,null,null,null
s8055,Ian MacAllister-McDonald,null,null,null,null,null,null,null,null,null,null,null,null
s8056,Nancy Meyers,null,null,null,null,null,null,null,null,null,null,null,null
s8057,Julius Avery,null,null,null,null,null,null,null,null,null,null,null,null
s8058,Jeffrey C. Bell,null,null,null,null,null,null,null,null,null,null,null,null
s8059,null,null,null,null,null,null,null,null,null,null,null,null,null
s8060,Sean McNamara,null,null,null,null,null,null,null,null,null,null,null,null
s8061,David Allensworth,Monière,null,null,null,null,null,null,null,null,null,null,null
s8062,Jerry Rothwell,Reuben Atlas,null,null,null,null,null,null,null,null,null,null,null
s8063,null,null,null,null,null,null,null,null,null,null,null,null,null
s8064,Sam O'Steen,null,null,null,null,null,null,null,null,null,null,null,null
s8065,null,null,null,null,null,null,null,null,null,null,null,null,null
s8066,Dan Harris,null,null,null,null,null,null,null,null,null,null,null,null
s8067,Mark Sloper,null,null,null,null,null,null,null,null,null,null,null,null
s8068,Sam Raimi,null,null,null,null,null,null,null,null,null,null,null,null
s8069,Peter Ramsey,Rodney Rothman,Bob Persichetti,null,null,null,null,null,null,null,null,null,null
s8070,David Fairhead,Anthony Palmer,null,null,null,null,null,null,null,null,null,null,null
s8071,null,null,null,null,null,null,null,null,null,null,null,null,null
s8072,Tom McCarthy,null,null,null,null,null,null,null,null,null,null,null,null
s8073,Harmony Korine,null,null,null,null,null,null,null,null,null,null,null,null
s8074,Storm Saulter,null,null,null,null,null,null,null,null,null,null,null,null
s8075,Robert Rodriguez,null,null,null,null,null,null,null,null,null,null,null,null
s8076,Robert Rodriguez,null,null,null,null,null,null,null,null,null,null,null,null
s8077,Robert Rodriguez,null,null,null,null,null,null,null,null,null,null,null,null
s8078,Javier Ruiz Caldera,null,null,null,null,null,null,null,null,null,null,null,null
s8079,Darren Lynn Bousman,null,null,null,null,null,null,null,null,null,null,null,null
s8080,Christopher Ray,null,null,null,null,null,null,null,null,null,null,null,null
s8081,Adam Alleca,null,null,null,null,null,null,null,null,null,null,null,null
s8082,Alison E. Rose,null,null,null,null,null,null,null,null,null,null,null,null
s8083,Rian Johnson,null,null,null,null,null,null,null,null,null,null,null,null
s8084,null,null,null,null,null,null,null,null,null,null,null,null,null
s8085,David Mackenzie,null,null,null,null,null,null,null,null,null,null,null,null
s8086,null,null,null,null,null,null,null,null,null,null,null,null,null
s8087,Ola Flyum,David Hebditch,null,null,null,null,null,null,null,null,null,null,null
s8088,Adam McKay,null,null,null,null,null,null,null,null,null,null,null,null
s8089,Wael Ihsan,null,null,null,null,null,null,null,null,null,null,null,null
s8090,Akiva Goldsman,null,null,null,null,null,null,null,null,null,null,null,null
s8091,Arjun Gourisaria,Moinak Biswas,null,null,null,null,null,null,null,null,null,null,null
s8092,Chatchai Katenut,Manussa Vorasingha,Tanwarin Sukkhapisit,Poj Arnon,null,null,null,null,null,null,null,null,null
s8093,Jon J. Whelan,null,null,null,null,null,null,null,null,null,null,null,null
s8094,null,null,null,null,null,null,null,null,null,null,null,null,null
s8095,null,null,null,null,null,null,null,null,null,null,null,null,null
s8096,Brad Anderson,null,null,null,null,null,null,null,null,null,null,null,null
s8097,Alex Holmes,null,null,null,null,null,null,null,null,null,null,null,null
s8098,null,null,null,null,null,null,null,null,null,null,null,null,null
s8099,Raj B. Shetty,null,null,null,null,null,null,null,null,null,null,null,null
s8100,James Sweeney,null,null,null,null,null,null,null,null,null,null,null,null
s8101,Rowan Athale,null,null,null,null,null,null,null,null,null,null,null,null
s8102,Marc Forster,null,null,null,null,null,null,null,null,null,null,null,null
s8103,null,null,null,null,null,null,null,null,null,null,null,null,null
s8104,Baz Luhrmann,null,null,null,null,null,null,null,null,null,null,null,null
s8105,Ester Gould,Reijer Zwaan,null,null,null,null,null,null,null,null,null,null,null
s8106,Ivan Reitman,null,null,null,null,null,null,null,null,null,null,null,null
s8107,Andrew Bergman,null,null,null,null,null,null,null,null,null,null,null,null
s8108,null,null,null,null,null,null,null,null,null,null,null,null,null
s8109,Afonso Poyart,null,null,null,null,null,null,null,null,null,null,null,null
s8110,null,null,null,null,null,null,null,null,null,null,null,null,null
s8111,Rob Minkoff,null,null,null,null,null,null,null,null,null,null,null,null
s8112,J.M. Berrios,null,null,null,null,null,null,null,null,null,null,null,null
s8113,Stefano Sollima,null,null,null,null,null,null,null,null,null,null,null,null
s8114,Chayanop Boonprakob,null,null,null,null,null,null,null,null,null,null,null,null
s8115,Zakariya,null,null,null,null,null,null,null,null,null,null,null,null
s8116,Benny Fredman,null,null,null,null,null,null,null,null,null,null,null,null
s8117,Saul Dibb,null,null,null,null,null,null,null,null,null,null,null,null
s8118,null,null,null,null,null,null,null,null,null,null,null,null,null
s8119,Joseph Cross,null,null,null,null,null,null,null,null,null,null,null,null
s8120,Kasper Barfoed,null,null,null,null,null,null,null,null,null,null,null,null
s8121,Partho Sen-Gupta,null,null,null,null,null,null,null,null,null,null,null,null
s8122,null,null,null,null,null,null,null,null,null,null,null,null,null
s8123,Sumit Das,null,null,null,null,null,null,null,null,null,null,null,null
s8124,Kevin Phillips,null,null,null,null,null,null,null,null,null,null,null,null
s8125,Indra Kumar,null,null,null,null,null,null,null,null,null,null,null,null
s8126,null,null,null,null,null,null,null,null,null,null,null,null,null
s8127,Greg Mottola,null,null,null,null,null,null,null,null,null,null,null,null
s8128,Gordon Parks,null,null,null,null,null,null,null,null,null,null,null,null
s8129,Bryan Singer,null,null,null,null,null,null,null,null,null,null,null,null
s8130,null,null,null,null,null,null,null,null,null,null,null,null,null
s8131,Bruce McCulloch,null,null,null,null,null,null,null,null,null,null,null,null
s8132,Angga Dwimas Sasongko,null,null,null,null,null,null,null,null,null,null,null,null
s8133,null,null,null,null,null,null,null,null,null,null,null,null,null
s8134,Matthew Cooke,null,null,null,null,null,null,null,null,null,null,null,null
s8135,Anthony Caronna,Alexander Smith,null,null,null,null,null,null,null,null,null,null,null
s8136,Matt Wechsler,null,null,null,null,null,null,null,null,null,null,null,null
s8137,Basu Chatterjee,null,null,null,null,null,null,null,null,null,null,null,null
s8138,null,null,null,null,null,null,null,null,null,null,null,null,null
s8139,Tim Burton,null,null,null,null,null,null,null,null,null,null,null,null
s8140,Jamie M. Dagg,null,null,null,null,null,null,null,null,null,null,null,null
s8141,Dan Kwan,Daniel Scheinert,null,null,null,null,null,null,null,null,null,null,null
s8142,Derek Yee,null,null,null,null,null,null,null,null,null,null,null,null
s8143,Cheh Chang,null,null,null,null,null,null,null,null,null,null,null,null
s8144,null,null,null,null,null,null,null,null,null,null,null,null,null
s8145,Subhash Ghai,null,null,null,null,null,null,null,null,null,null,null,null
s8146,Santosh Sivan,null,null,null,null,null,null,null,null,null,null,null,null
s8147,Michael Dowse,null,null,null,null,null,null,null,null,null,null,null,null
s8148,null,null,null,null,null,null,null,null,null,null,null,null,null
s8149,null,null,null,null,null,null,null,null,null,null,null,null,null
s8150,Navneet Behal,null,null,null,null,null,null,null,null,null,null,null,null
s8151,Julien Seri,null,null,null,null,null,null,null,null,null,null,null,null
s8152,Chris Buck,Kevin Lima,null,null,null,null,null,null,null,null,null,null,null
s8153,Brian Smith,null,null,null,null,null,null,null,null,null,null,null,null
s8154,Sameh Abdulaziz,null,null,null,null,null,null,null,null,null,null,null,null
s8155,Ryu Jung-woo,null,null,null,null,null,null,null,null,null,null,null,null
s8156,Sonia Lowman,null,null,null,null,null,null,null,null,null,null,null,null
s8157,Leena Yadav,null,null,null,null,null,null,null,null,null,null,null,null
s8158,John Carchietta,null,null,null,null,null,null,null,null,null,null,null,null
s8159,Kevin Munroe,null,null,null,null,null,null,null,null,null,null,null,null
s8160,Michael Pressman,null,null,null,null,null,null,null,null,null,null,null,null
s8161,Steve Barron,null,null,null,null,null,null,null,null,null,null,null,null
s8162,Farah Khan,null,null,null,null,null,null,null,null,null,null,null,null
s8163,Einar Gabbassov,null,null,null,null,null,null,null,null,null,null,null,null
s8164,Natalia Garagiola,null,null,null,null,null,null,null,null,null,null,null,null
s8165,Jevons Au,Zune Kwok,Chow Kwun-wai,Ng Ka-Leung,Wong Fei-Pang,null,null,null,null,null,null,null,null
s8166,null,null,null,null,null,null,null,null,null,null,null,null,null
s8167,Jonathan Mostow,null,null,null,null,null,null,null,null,null,null,null,null
s8168,McG,null,null,null,null,null,null,null,null,null,null,null,null
s8169,Yann Arthus-Bertrand,Michael Pitiot,null,null,null,null,null,null,null,null,null,null,null
s8170,Damien Leone,null,null,null,null,null,null,null,null,null,null,null,null
s8171,Sukhbir Singh,null,null,null,null,null,null,null,null,null,null,null,null
s8172,Priyadarshan,null,null,null,null,null,null,null,null,null,null,null,null
s8173,Dheeraj Berry,null,null,null,null,null,null,null,null,null,null,null,null
s8174,null,null,null,null,null,null,null,null,null,null,null,null,null
s8175,null,null,null,null,null,null,null,null,null,null,null,null,null
s8176,null,null,null,null,null,null,null,null,null,null,null,null,null
s8177,Nate Adams,Adam Carolla,null,null,null,null,null,null,null,null,null,null,null
s8178,Mitzi Vanessa Arreola,Amir Galvan Cervera,null,null,null,null,null,null,null,null,null,null,null
s8179,Matthew Shoychet,null,null,null,null,null,null,null,null,null,null,null,null
s8180,Pamela Romanowsky,null,null,null,null,null,null,null,null,null,null,null,null
s8181,null,null,null,null,null,null,null,null,null,null,null,null,null
s8182,Geoff Anderson,null,null,null,null,null,null,null,null,null,null,null,null
s8183,null,null,null,null,null,null,null,null,null,null,null,null,null
s8184,Robert Rodriguez,null,null,null,null,null,null,null,null,null,null,null,null
s8185,Steven Spielberg,null,null,null,null,null,null,null,null,null,null,null,null
